timestamp,wind_data,hydro_data,thermal_data,solar_data,forecast_data,total_data,forecast_diff
2026-02-25 00:46:00,180,314,411,0,675,904,0
2026-02-25 01:46:00,235,313,420,0,644,967,0
2026-02-25 02:46:00,298,315,456,0,628,1068,0
2026-02-25 03:46:00,387,317,397,0,622,1100,0
2026-02-25 04:46:00,410,317,299,0,631,1026,0
2026-02-25 05:46:00,399,316,216,0,678,931,0
2026-02-25 06:46:00,412,315,275,0,770,1002,0
2026-02-25 07:46:00,396,312,292,9,874,1009,0
2026-02-25 08:46:00,401,308,293,101,933,1103,0
2026-02-25 09:46:00,338,306,215,99,938,958,0
2026-02-25 10:46:00,352,305,214,108,929,979,0
2026-02-25 11:46:00,339,305,215,87,917,946,0
2026-02-25 12:46:00,383,308,216,118,901,1025,0
2026-02-25 13:46:00,341,306,215,57,888,919,0
2026-02-25 14:46:00,345,307,216,59,878,927,0
2026-02-25 15:46:00,367,307,216,43,875,933,0
2026-02-25 16:46:00,393,309,215,53,897,970,0
2026-02-25 17:46:00,367,308,311,7,903,993,0
